查询次数,EvoStar,ACMC,ADPE,COBRA,COBRAS,A3S,FFQS,SSSE,SPACE
0,0.0,0.0,0.0,0.0211980736166829,0.0,0.0126,0.0477330995556689,0.074775821760777,0.0192307527123296
1,0.0,0.0012678985679247356,0.001525954607692358,0.0211980736166829,0.0,0.0131,0.04827591033325638,0.074775821760777,0.0192307527123296
2,0.0259557228581332,0.0025357971358494712,0.003051909215384716,0.0211980736166829,0.0,0.0131,0.04881872111084386,0.074775821760777,0.0192307527123296
3,0.0259557228581332,0.0038036957037742066,0.004577863823077074,0.0211980736166829,0.0325221799677506,0.0138,0.04936153188843134,0.074775821760777,0.0192307527123296
4,0.02206959678803505,0.0050715942716989424,0.006103818430769432,0.0211980736166829,0.0325221799677506,0.0138,0.04990434266601882,0.074775821760777,0.0192307527123296
5,0.0181834707179369,0.006339492839623678,0.00762977303846179,0.0211980736166829,0.0325221799677506,0.0149,0.0504471534436063,0.07077925456439621,0.0192307527123296
6,0.0364484113762744,0.007607391407548413,0.009155727646154148,0.0213731611771405,0.0325221799677506,0.0174,0.06560141248184793,0.0667826873680154,0.0192307527123296
7,0.0547133520346119,0.00887528997547315,0.010681682253846506,0.0213731611771405,0.0135831698481987,0.0174,0.08075567152008958,0.0627861201716346,0.0192307527123296
8,0.0547133520346119,0.010143188543397885,0.012207636861538864,0.0213731611771405,0.0135831698481987,0.0174,0.09590993055833122,0.0587895529752538,0.0192307527123296
9,0.0547133520346119,0.01141108711132262,0.013733591469231221,0.0213731611771405,0.0135831698481987,0.0174,0.11106418959657285,0.0587895529752538,0.0192307527123296
10,0.0547133520346119,0.012678985679247357,0.01525954607692358,0.0213731611771405,0.0135831698481987,0.0174,0.1262184486348145,0.0587895529752538,0.0192307527123296
11,0.0547133520346119,0.013946884247172091,0.01678550068461594,0.0215490581882908,0.0135831698481987,0.0174,0.11793668187845639,0.0587895529752538,0.0192307527123296
12,0.06417080851166715,0.015214782815096826,0.018311455292308296,0.0215490581882908,0.0135831698481987,0.0174,0.1096549151220983,0.0587895529752538,0.0192307527123296
