查询次数,EvoStar,ACMC,ADPE,COBRA,COBRAS,A3S,FFQS,SSSE,SPACE
0,0.0,0.0,,0.138028947,,,,,
1,0.038638543093193915,0.006453794785587182,,0.14257994,,,,,
2,0.07727708618638783,0.012907589571174364,,0.148683956,,,,,
3,0.11591562927958174,0.019361384356761546,,0.16315404,,,,,
4,0.15455417237277566,0.025815179142348727,,0.201839174,,,,,
5,0.19319271546596958,0.03226897392793591,,0.228643953,,,,,
6,0.2318312585591635,0.03872276871352309,,0.230057352,,,,,
7,0.2708322321983872,0.04517656349911027,,0.231754757,,,,,
8,0.30983320583761087,0.051630358284697454,,0.233976756,,,,,
9,0.34883417947683454,0.05808415307028464,,0.233976756,,,,,
10,0.3878351531160582,0.06453794785587182,,0.233976756,,,,,
11,0.39555699018280144,0.070991742641459,,0.236920145,,,,,
12,0.4032788272495446,0.07744553742704618,,0.238654428,,,,,
13,0.4110006643162878,0.08389933221263336,,0.273244694,,,,,
14,0.418722501383031,0.09035312699822054,,0.273244694,,,,,
15,0.42644433844977425,0.09680692178380773,,0.274499726,,,,,
16,0.4341661755165174,0.10326071656939491,,0.281078004,,,,,
17,0.4377441455181915,0.10971451135498209,,0.301974919,,,,,
18,0.44132211551986555,0.11616830614056928,,0.302825071,,,,,
19,0.4449000855215396,0.12262210092615645,,0.302825071,,,,,
20,0.4484780555232137,0.12907589571174363,,0.306237554,,,,,
21,0.4520560255248878,0.13552969049733082,,0.313122385,,,,,
22,0.4556339955265618,0.141983485282918,,0.313122385,,,,,
23,0.458546522766056,0.14843728006850518,,0.314294152,,,,,
24,0.4614590500055502,0.15489107485409237,,0.316665185,,,,,
25,0.46437157724504446,0.16134486963967953,,0.32010959,,,,,
26,0.46728410448453866,0.16779866442526672,,0.32010959,,,,,
27,0.47019663172403287,0.17425245921085392,,0.321657839,,,,,
28,0.47310915896352707,0.18070625399644108,,0.324964195,,,,,
29,0.4760216862030213,0.18716004878202827,,0.324964195,,,,,
30,0.4789342134425155,0.19361384356761546,,0.324964195,,,,,
31,0.4818467406820097,0.20006763835320263,,0.328875675,,,,,
32,0.4847592679215039,0.20652143313878982,,0.331682102,,,,,
33,0.4876717951609981,0.212975227924377,,0.334976325,,,,,
34,0.4905843224004924,0.21942902270996417,,0.3367474,,,,,
35,0.4934968496399866,0.22588281749555136,,0.338862791,,,,,
36,0.4964093768794808,0.23233661228113855,,0.347034063,,,,,
37,0.499321904118975,0.23879040706672572,,0.351803458,,,,,
38,0.5022344313584692,0.2452442018523129,,0.357200408,,,,,
39,0.5051469585979634,0.2516979966379001,,0.365263991,,,,,
40,0.5080594858374576,0.25815179142348726,,0.366324676,,,,,
41,0.5080594858374576,0.26460558620907443,,0.382840813,,,,,
42,0.5080594858374576,0.27105938099466165,,0.383491201,,,,,
43,0.5073596136623441,0.2775131757802488,,0.39776507,,,,,
44,0.5066597414872304,0.283966970565836,,0.411673234,,,,,
45,0.5059598693121168,0.2904207653514232,,0.411673234,,,,,
46,0.5052599971370031,0.29687456013701036,,0.421121231,,,,,
47,0.5045601249618895,0.3033283549225975,,0.424917629,,,,,
48,0.5038602527867759,0.30978214970818474,,0.434030365,,,,,
49,0.5031603806116622,0.3162359444937719,,0.434758041,,,,,
50,0.5024605084365487,0.32268973927935907,,0.4361047,,,,,
51,0.501760636261435,0.3291435340649463,,0.446668895,,,,,
52,0.5010607640863214,0.33559732885053345,,0.456392389,,,,,
53,0.50227952609947,0.3420511236361206,,0.465564096,,,,,
54,0.5034982881126188,0.34850491842170783,,0.473959503,,,,,
55,0.5047170501257674,0.354958713207295,,0.480264074,,,,,
56,0.505935812138916,0.36141250799288216,,0.482070992,,,,,
57,0.5071545741520647,0.3678663027784694,,0.483551309,,,,,
58,0.5083733361652134,0.37432009756405654,,0.489856543,,,,,
59,0.509592098178362,0.3807738923496437,,0.489856543,,,,,
60,0.5108108601915107,0.3872276871352309,,0.492733535,,,,,
61,0.5120296222046594,0.3936814819208181,,0.513389348,,,,,
62,0.513248384217808,0.40013527670640525,,0.531228938,,,,,
63,0.5144671462309567,0.40658907149199247,,0.533646439,,,,,
64,0.5156859082441053,0.41304286627757963,,0.543057039,,,,,
65,0.5169046702572541,0.4194966610631668,,0.543057039,,,,,
66,0.5181234322704027,0.425950455848754,,0.543057039,,,,,
