查询次数,EvoStar,ACMC,ADPE,COBRA,COBRAS,A3S,FFQS,SSSE,SPACE
0,0.0,0.0,0.0,0.5557573671441429,0.0,0.4838,0.5152758970310459,0.648105763,0.369361145948855
1,0.1187953005813746,0.01742742049122194,0.008432471,0.557284181505295,0.0,0.4844,0.519246076776688,0.648105763,0.369361145948855
2,0.19488836050243108,0.03485484098244388,0.016864942,0.5605906990905059,0.0,0.4848,0.5232162565223301,0.648105763,0.369361145948855
3,0.2709814204234876,0.052282261473665825,0.025297413,0.5648763671764891,0.0,0.4852,0.5271864362679722,0.648105763,0.369361145948855
4,0.317605000141625,0.06970968196488776,0.033729884,0.5664503144010188,0.508528311,0.4852,0.5311566160136143,0.648105763,0.369361145948855
5,0.36422857985976237,0.0871371024561097,0.0344675365,0.5671118639691601,0.508528311,0.4858,0.5351267957592564,0.648105763,0.369361145948855
6,0.4108521595778998,0.10456452294733165,0.035205189,0.5693681164303952,0.508528311,0.486,0.5285332599750171,0.648105763,0.369361145948855
7,0.4134022991096353,0.12199194343855359,0.035205189,0.5717618121348765,0.508528311,0.4866,0.5219397241907778,0.648105763,0.369361145948855
8,0.41595243864137077,0.13941936392977552,0.035205189,0.5770495550064528,0.508528311,0.487,0.5153461884065386,0.648105763,0.369361145948855
9,0.4185025781731062,0.15684678442099748,0.035306227499999995,0.5801440225011094,0.508528311,0.487,0.5087526526222993,0.648105763,0.369361145948855
10,0.4210527177048417,0.1742742049122194,0.035407266,0.583943741630667,0.508528311,0.4876,0.50215911683806,0.648105763,0.369361145948855
11,0.4308286423605881,0.19170162540344135,0.03627259,0.583943741630667,0.508528311,0.4878,0.5119526029408497,0.648105763,0.369361145948855
12,0.44060456701633455,0.2091290458946633,0.037137914,0.5915511410792296,0.508528311,0.4881,0.5217460890436394,0.648105763,0.369361145948855
13,0.45038049167208094,0.22655646638588522,0.038003238,0.5936643629153916,0.508528311,0.4884,0.531539575146429,0.648105763,0.369361145948855
14,0.4601564163278274,0.24398388687710718,0.038876051,0.5917126406814829,0.508528311,0.4888,0.5413330612492188,0.648105763,0.369361145948855
15,0.4699323409835738,0.2614113073683291,0.03857655,0.5947881489642113,0.508528311,0.489,0.5511265473520084,0.648105763,0.369361145948855
16,0.4696305442354379,0.27883872785955105,0.039464602,0.5947881489642113,0.508528311,0.4894,0.5461062065959076,0.648105763,0.369361145948855
17,0.46932874748730197,0.296266148350773,0.040582692,0.5947881489642113,0.508528311,0.4894,0.5410858658398068,0.648105763,0.369361145948855
18,0.4690269507391661,0.31369356884199495,0.041796717,0.5975755955060478,0.508528311,0.4898,0.5360655250837061,0.648105763,0.369361145948855
19,0.4687251539910302,0.3311209893332169,0.042234315,0.602187209005499,0.508528311,0.4903,0.5310451843276053,0.648105763,0.369361145948855
20,0.4684233572428943,0.3485484098244388,0.042671913,0.6039880878582877,0.508528311,0.4905,0.5260248435715045,0.648105763,0.369361145948855
21,0.4681215604947584,0.3659758303156608,0.043109511,0.6039880878582877,0.508528311,0.4907,0.5175812433603805,0.648105763,0.369361145948855
22,0.4928983760066396,0.3834032508068827,0.0439347,0.6039880878582877,0.508528311,0.4907,0.5091376431492564,0.648105763,0.369361145948855
23,0.5176751915185208,0.4008306712981046,0.047169636,0.6039880878582877,0.508528311,0.491,0.5006940429381324,0.648105763,0.369361145948855
24,0.5192522717880362,0.4182580917893266,0.048050459,0.6093973686416639,0.508528311,0.4913,0.49225044272700835,0.648105763,0.369361145948855
25,0.5208293520575518,0.4356855122805485,0.048932197,0.6103844646488246,0.508528311,0.4916,0.4838068425158843,0.648105763,0.369361145948855
26,0.5224064323270672,0.45311293277177045,0.049814843,0.6122064891079726,0.508528311,0.4917,0.49328166712795607,0.648105763,0.369361145948855
27,0.5239835125965827,0.4705403532629924,0.050698396,0.6182307882746086,0.508528311,0.4922,0.5027564917400278,0.648105763,0.369361145948855
28,0.5255605928660981,0.48796777375421435,0.051572489,0.6182307882746086,0.508528311,0.4933,0.5122313163520995,0.648105763,0.369361145948855
29,0.5271376731356137,0.5053951942454363,0.052459437,0.6202749376055307,0.508528311,0.4934,0.5217061409641713,0.648105763,0.369361145948855
30,0.5287147534051291,0.5228226147366583,0.053347301,0.6202749376055307,0.508528311,0.4934,0.5311809655762431,0.648105763,0.369361145948855
31,0.5437879942154584,0.5402500352278802,0.055125813,0.6202749376055307,0.508528311,0.4936,0.5324034897680641,0.648105763,0.369361145948855
32,0.5588612350257879,0.5403106368954081,0.053335781,0.6202749376055307,0.508528311,0.4938,0.5336260139598852,0.648105763,0.369361145948855
33,0.5739344758361172,0.5403712385629361,0.05349472575,0.6202749376055307,0.508528311,0.494,0.5348485381517062,0.648105763,0.369361145948855
34,0.5739344758361172,0.540431840230464,0.0536536705,0.6239225672912584,0.508528311,0.4942,0.5360710623435273,0.648105763,0.369361145948855
35,0.5768756626354834,0.540492441897992,0.05381261525,0.6239225672912584,0.508528311,0.4944,0.5372935865353483,0.648105763,0.369361145948855
36,0.5798168494348497,0.5405530435655199,0.05397156,0.6239225672912584,0.508528311,0.4946,0.5359916421523977,0.648105763,0.369361145948855
37,0.5827580362342158,0.5406136452330479,0.054860077,0.6277039254489837,0.508528311,0.4947,0.534689697769447,0.648105763,0.369361145948855
38,0.585699223033582,0.5406742469005758,0.0550216914,0.6277039254489837,0.508528311,0.4949,0.5333877533864964,0.648105763,0.369361145948855
